user_id,plan_tier,monthly_fee,total_spend_60d,days_since_last_session,sessions_recent_14d,sessions_previous_14d,session_drop_pct,total_events_60d,core_feature_usage_count,avg_session_duration_minutes,avg_session_gap_days,support_ticket_count,unresolved_tickets,churn_label
1316,Pro,99.0,198.0,24,0,3,100.0,119,38,26.92,1.36,1,1,1
1317,Pro,99.0,198.0,0,2,8,75.0,108,26,23.19,2.3,0,0,0
1318,Basic,29.0,58.0,0,14,12,-16.67,241,61,26.58,1.15,0,0,0
1319,Pro,99.0,217.0,4,10,11,9.09,226,49,22.35,1.19,0,0,0
1320,Basic,29.0,58.0,1,11,8,-37.5,182,47,25.07,1.43,0,0,0
1321,Basic,29.0,58.0,0,14,7,-100.0,236,54,26.22,1.2,0,0,0
1322,Basic,29.0,58.0,0,14,6,-133.33,216,50,23.7,1.27,1,0,0
1323,Basic,29.0,58.0,19,0,8,100.0,88,16,18.4,2.1,1,1,0
1324,Pro,99.0,247.0,7,4,8,50.0,177,33,23.72,1.46,0,0,0
1325,Pro,99.0,198.0,0,14,16,12.5,265,56,23.8,1.09,1,1,0
1326,Basic,29.0,157.0,2,5,5,0.0,131,38,24.21,2.1,1,0,0
1327,Pro,99.0,198.0,3,4,4,0.0,98,26,27.0,2.41,0,0,0
1328,Basic,29.0,58.0,0,12,15,20.0,217,55,23.74,1.21,0,0,0
1329,Basic,29.0,58.0,0,9,10,10.0,183,42,19.76,1.31,0,0,0
1330,Pro,99.0,217.0,9,5,4,-25.0,101,28,27.14,2.27,0,0,0
1331,Basic,29.0,58.0,7,2,12,83.33,198,41,24.12,1.3,1,1,1
1332,Pro,99.0,198.0,1,11,8,-37.5,213,56,24.24,1.41,0,0,0
1333,Basic,29.0,207.0,2,8,13,38.46,223,60,22.43,1.23,0,0,0
1334,Basic,29.0,77.0,0,10,12,16.67,225,59,25.68,1.29,1,0,0
1335,Basic,29.0,58.0,1,7,6,-16.67,172,38,23.15,1.49,0,0,0
1336,Basic,29.0,226.0,14,0,6,100.0,99,24,26.81,2.13,1,1,1
1337,Basic,29.0,58.0,2,2,4,50.0,110,28,24.29,2.75,0,0,0
1338,Basic,29.0,107.0,28,0,0,0.0,61,18,28.75,2.04,1,1,1
1339,Basic,29.0,58.0,0,15,10,-50.0,238,55,22.87,1.07,0,0,0
1340,Enterprise,299.0,716.0,26,0,2,100.0,93,21,26.74,1.86,1,1,1
1341,Pro,99.0,198.0,0,11,12,8.33,221,71,24.74,1.29,0,0,0
1342,Basic,29.0,58.0,8,2,8,75.0,116,26,21.57,2.33,0,0,0
1343,Enterprise,299.0,598.0,24,0,2,100.0,104,33,23.09,1.66,0,0,0
1344,Pro,99.0,217.0,0,12,7,-71.43,192,48,23.96,1.33,0,0,0
1345,Pro,99.0,198.0,1,7,10,30.0,174,42,21.98,1.4,0,0,0
1346,Basic,29.0,58.0,0,12,13,7.69,219,58,24.92,1.12,0,0,0
1347,Pro,99.0,347.0,0,17,14,-21.43,209,46,20.96,1.21,0,0,0
1348,Basic,29.0,58.0,9,3,3,0.0,115,30,24.25,2.18,0,0,0
1349,Basic,29.0,207.0,17,0,8,100.0,137,32,21.71,1.55,0,0,0
1350,Basic,29.0,58.0,0,10,14,28.57,231,62,26.52,1.2,0,0,0
1351,Pro,99.0,198.0,0,8,14,42.86,221,53,24.65,1.23,0,0,0
1352,Basic,29.0,157.0,1,12,16,25.0,241,60,23.77,1.04,0,0,0
1353,Basic,29.0,207.0,11,3,14,78.57,158,42,25.68,1.45,1,1,1
1354,Basic,29.0,77.0,0,3,6,50.0,91,16,26.57,2.91,0,0,0
1355,Basic,29.0,58.0,1,6,5,-20.0,137,34,23.83,2.05,0,0,0
1356,Pro,99.0,198.0,9,2,9,77.78,158,36,23.63,1.46,0,0,0
1357,Basic,29.0,58.0,1,5,11,54.55,173,44,19.8,1.5,1,0,0
1358,Basic,29.0,58.0,19,0,7,100.0,107,25,27.44,1.64,2,1,0
1359,Pro,99.0,198.0,9,1,0,-100.0,82,19,27.94,2.93,1,1,1
1360,Basic,29.0,77.0,1,4,9,55.56,132,37,22.58,1.86,0,0,0
1361,Enterprise,299.0,865.0,0,17,10,-70.0,237,59,22.72,1.18,0,0,0
1362,Basic,29.0,58.0,0,5,9,44.44,131,43,25.13,2.03,1,0,0
1363,Pro,99.0,198.0,29,0,0,0.0,69,13,23.25,1.95,1,1,1
1364,Basic,29.0,58.0,0,5,6,16.67,129,33,23.31,2.32,0,0,0
1365,Basic,29.0,58.0,1,13,9,-44.44,229,71,19.86,1.19,0,0,0
1366,Basic,29.0,58.0,0,4,4,0.0,126,33,20.89,2.27,0,0,0
1367,Pro,99.0,217.0,0,2,2,0.0,91,25,22.05,2.98,0,0,0
1368,Basic,29.0,58.0,30,0,0,0.0,67,16,23.21,2.24,1,1,0
1369,Basic,29.0,58.0,0,6,2,-200.0,126,38,19.93,2.28,0,0,0
1370,Basic,29.0,58.0,0,14,13,-7.69,229,52,24.15,1.11,0,0,0
1371,Basic,29.0,58.0,1,11,11,0.0,184,57,23.76,1.45,0,0,0
1372,Pro,99.0,247.0,6,6,5,-20.0,120,29,23.64,1.94,0,0,0
1373,Basic,29.0,58.0,12,2,3,33.33,121,33,22.69,1.88,1,1,0
1374,Basic,29.0,207.0,0,7,5,-40.0,130,32,22.53,1.9,0,0,0
1375,Enterprise,299.0,598.0,7,4,2,-100.0,95,25,24.85,2.77,0,0,0
1376,Basic,29.0,58.0,4,1,1,0.0,114,29,20.44,2.21,1,1,1
1377,Pro,99.0,347.0,1,11,9,-22.22,257,67,22.48,1.06,1,0,0
1378,Basic,29.0,107.0,5,2,5,60.0,103,27,24.82,2.53,1,0,0
1379,Pro,99.0,198.0,2,4,5,20.0,122,33,22.85,2.2,0,0,0
1380,Enterprise,299.0,598.0,1,3,3,0.0,102,28,25.86,2.77,0,0,0
1381,Basic,29.0,58.0,0,8,6,-33.33,155,43,24.24,1.78,0,0,0
1382,Basic,29.0,58.0,0,3,5,40.0,115,29,24.0,2.46,0,0,0
1383,Basic,29.0,58.0,0,3,2,-50.0,103,20,24.23,2.83,0,0,0
1384,Pro,99.0,198.0,16,0,8,100.0,100,29,24.14,2.07,0,0,0
1385,Basic,29.0,58.0,2,6,4,-50.0,150,34,24.15,1.73,0,0,0
1386,Basic,29.0,58.0,8,1,8,87.5,145,40,22.55,1.55,1,0,0
1387,Basic,29.0,107.0,0,9,19,52.63,246,64,24.29,1.03,0,0,0
1388,Pro,99.0,198.0,2,9,12,25.0,217,44,23.71,1.28,0,0,0
1389,Basic,29.0,107.0,4,5,3,-66.67,106,29,27.2,2.31,0,0,0
1390,Pro,99.0,198.0,3,1,5,80.0,106,20,25.16,2.26,0,0,1
1391,Pro,99.0,198.0,6,2,6,66.67,119,39,23.08,2.31,0,0,0
1392,Basic,29.0,107.0,0,14,15,6.67,226,51,26.19,1.19,0,0,0
1393,Basic,29.0,58.0,30,0,0,0.0,94,26,21.09,1.22,1,1,0
1394,Pro,99.0,198.0,0,11,12,8.33,214,54,24.67,1.26,0,0,0
1395,Basic,29.0,306.0,25,0,2,100.0,88,21,19.18,2.09,1,1,1
1396,Basic,29.0,58.0,4,2,7,71.43,144,31,23.84,1.78,0,0,0
1397,Pro,99.0,198.0,10,1,8,87.5,121,23,23.0,1.87,0,0,0
1398,Basic,29.0,58.0,17,0,7,100.0,167,36,22.54,1.21,1,1,0
1399,Enterprise,299.0,697.0,1,3,6,50.0,82,23,25.85,3.03,0,0,0
1400,Pro,99.0,198.0,23,0,1,100.0,141,36,23.44,1.15,1,1,0
1401,Pro,99.0,347.0,0,14,9,-55.56,238,51,26.72,1.2,0,0,0
1402,Pro,99.0,217.0,0,5,4,-25.0,95,21,23.0,2.47,0,0,0
1403,Basic,29.0,58.0,0,5,3,-66.67,130,29,21.37,2.24,0,0,0
1404,Enterprise,299.0,598.0,18,0,11,100.0,153,38,25.03,1.29,1,0,1
1405,Basic,29.0,58.0,0,11,15,26.67,246,55,24.76,1.1,1,0,0
1406,Enterprise,299.0,598.0,9,1,6,83.33,128,29,31.07,1.85,1,1,0
1407,Basic,29.0,207.0,4,2,12,83.33,139,26,22.97,1.65,1,1,1
1408,Enterprise,299.0,598.0,8,2,7,71.43,106,25,25.26,1.91,0,0,0
1409,Pro,99.0,198.0,0,14,10,-40.0,213,55,22.83,1.25,0,0,0
1410,Basic,29.0,58.0,0,14,13,-7.69,249,68,24.96,1.12,1,0,0
1411,Pro,99.0,198.0,2,8,6,-33.33,183,39,24.59,1.51,0,0,0
1412,Basic,29.0,157.0,0,15,12,-25.0,230,66,24.33,1.22,0,0,0
1413,Pro,99.0,198.0,20,0,1,100.0,103,28,25.37,2.18,1,0,1
1414,Basic,29.0,58.0,0,8,8,0.0,162,40,25.6,1.5,2,0,0
1415,Pro,99.0,296.0,1,10,12,16.67,191,43,23.6,1.4,0,0,0
1416,Basic,29.0,157.0,1,15,12,-25.0,242,61,25.85,1.14,0,0,0
1417,Basic,29.0,356.0,0,14,9,-55.56,241,52,24.33,1.18,0,0,0
1418,Basic,29.0,256.0,0,5,13,61.54,217,54,22.46,1.32,0,0,0
1419,Enterprise,299.0,598.0,0,7,9,22.22,143,42,22.0,1.65,0,0,0
1420,Pro,99.0,316.0,0,5,7,28.57,133,30,21.39,1.97,0,0,0
1421,Basic,29.0,58.0,5,3,3,0.0,145,31,21.63,1.85,0,0,0
1422,Basic,29.0,58.0,12,1,11,90.91,133,40,27.16,1.52,0,0,1
1423,Basic,29.0,58.0,0,13,13,0.0,218,63,24.7,1.2,0,0,0
1424,Basic,29.0,58.0,17,0,5,100.0,108,22,27.0,1.55,1,1,1
1425,Pro,99.0,198.0,0,5,4,-25.0,125,38,22.65,2.53,0,0,0
1426,Basic,29.0,157.0,3,2,3,33.33,115,25,27.46,2.23,0,0,0
1427,Basic,29.0,58.0,14,0,6,100.0,106,24,23.91,2.07,1,1,0
1428,Basic,29.0,58.0,1,13,11,-18.18,224,53,22.67,1.29,0,0,0
1429,Basic,29.0,245.0,0,15,12,-25.0,208,62,24.44,1.13,0,0,0
1430,Pro,99.0,198.0,1,12,14,14.29,200,59,24.07,1.27,0,0,0
1431,Pro,99.0,198.0,1,9,15,40.0,228,56,25.82,1.16,1,0,0
1432,Pro,99.0,297.0,1,9,17,47.06,213,58,25.47,1.12,0,0,0
1433,Basic,29.0,58.0,2,6,4,-50.0,121,31,28.15,2.28,0,0,0
1434,Basic,29.0,58.0,1,12,9,-33.33,199,59,22.53,1.4,0,0,0
1435,Enterprise,299.0,647.0,13,1,8,87.5,153,45,25.71,1.39,1,1,1
1436,Basic,29.0,58.0,0,11,13,15.38,227,54,23.67,1.15,0,0,0
1437,Pro,99.0,198.0,0,10,12,16.67,219,58,26.19,1.25,1,0,0
1438,Basic,29.0,156.0,0,12,11,-9.09,202,52,23.81,1.27,0,0,0
1439,Pro,99.0,266.0,10,1,1,0.0,123,31,28.44,2.0,0,0,0
1440,Basic,29.0,58.0,0,12,9,-33.33,212,51,22.74,1.29,0,0,0
1441,Basic,29.0,58.0,2,1,1,0.0,64,19,25.71,4.2,0,0,1
1442,Basic,29.0,77.0,0,9,10,10.0,211,62,23.24,1.34,0,0,0
1443,Pro,99.0,198.0,0,7,8,12.5,199,52,25.19,1.37,0,0,0
1444,Pro,99.0,645.0,3,11,16,31.25,228,65,23.21,1.12,0,0,0
1445,Basic,29.0,58.0,0,13,16,18.75,263,74,23.32,1.06,0,0,0
1446,Pro,99.0,297.0,1,2,6,66.67,119,32,23.92,2.32,1,1,1
1447,Pro,99.0,198.0,0,11,8,-37.5,197,49,24.24,1.31,0,0,0
1448,Pro,99.0,198.0,0,11,12,8.33,235,54,24.02,1.14,0,0,0
1449,Basic,29.0,107.0,2,1,0,-100.0,119,28,21.26,2.51,1,1,1
1450,Basic,29.0,207.0,1,10,11,9.09,225,48,25.39,1.12,0,0,0
1451,Basic,29.0,58.0,1,11,8,-37.5,201,40,22.7,1.36,0,0,0
1452,Basic,29.0,107.0,0,2,11,81.82,147,32,21.28,1.9,0,0,0
1453,Basic,29.0,58.0,11,1,7,85.71,116,35,24.07,1.69,1,1,0
1454,Pro,99.0,198.0,0,9,9,0.0,187,51,23.88,1.4,0,0,0
1455,Basic,29.0,157.0,1,5,14,64.29,205,57,20.12,1.39,1,0,0
1456,Pro,99.0,198.0,0,9,12,25.0,195,48,25.14,1.37,0,0,0
1457,Pro,99.0,198.0,0,11,9,-22.22,178,49,25.42,1.46,0,0,0
1458,Pro,99.0,198.0,1,9,9,0.0,223,57,22.61,1.19,0,0,0
1459,Basic,29.0,58.0,8,1,9,88.89,160,45,22.27,1.6,1,1,1
1460,Pro,99.0,247.0,0,12,11,-9.09,192,42,23.36,1.33,1,0,0
1461,Enterprise,299.0,598.0,0,14,9,-55.56,198,51,25.26,1.43,0,0,0
1462,Enterprise,299.0,598.0,5,4,3,-33.33,114,31,26.25,2.01,0,0,0
1463,Basic,29.0,157.0,2,9,8,-12.5,208,52,25.49,1.28,0,0,0
1464,Basic,29.0,207.0,3,4,8,50.0,151,34,22.58,1.86,0,0,0
1465,Pro,99.0,198.0,0,10,11,9.09,209,65,25.32,1.33,0,0,0
1466,Basic,29.0,157.0,26,0,1,100.0,70,18,21.13,2.18,0,0,0
1467,Enterprise,299.0,716.0,1,5,3,-66.67,88,18,20.2,2.92,0,0,0
1468,Basic,29.0,58.0,0,13,14,7.14,242,66,26.22,1.09,1,0,0
1469,Basic,29.0,58.0,15,0,12,100.0,146,28,23.4,1.21,1,1,1
1470,Basic,29.0,58.0,7,2,6,66.67,121,24,24.04,2.18,0,0,0
1471,Basic,29.0,58.0,3,4,5,20.0,127,34,22.69,2.0,0,0,0
1472,Pro,99.0,198.0,7,3,4,25.0,81,20,23.81,2.6,0,0,0
1473,Basic,29.0,77.0,0,10,8,-25.0,223,61,24.04,1.27,0,0,0
1474,Basic,29.0,58.0,20,0,5,100.0,90,17,20.68,1.58,2,1,1
1475,Enterprise,299.0,598.0,4,4,7,42.86,109,29,23.12,2.29,0,0,0
1476,Pro,99.0,198.0,3,3,4,25.0,126,31,28.83,2.0,0,0,0
1477,Basic,29.0,356.0,12,2,9,77.78,154,48,23.03,1.33,1,0,1
1478,Basic,29.0,58.0,1,15,11,-36.36,222,61,22.65,1.2,0,0,0
1479,Pro,99.0,366.0,1,9,14,35.71,215,59,24.66,1.24,0,0,0
1480,Basic,29.0,58.0,3,4,7,42.86,132,28,25.67,1.94,0,0,0
1481,Basic,29.0,58.0,11,2,5,60.0,108,26,23.32,2.02,0,0,0
1482,Basic,29.0,58.0,0,12,10,-20.0,217,74,23.26,1.2,0,0,0
1483,Basic,29.0,58.0,0,14,7,-100.0,189,44,19.61,1.32,0,0,0
1484,Pro,99.0,198.0,0,15,12,-25.0,251,70,22.79,1.08,0,0,0
1485,Pro,99.0,198.0,0,8,12,33.33,210,54,28.24,1.34,0,0,0
1486,Pro,99.0,198.0,20,0,7,100.0,135,33,21.29,1.31,1,1,1
1487,Pro,99.0,198.0,0,13,10,-30.0,266,63,25.41,1.04,0,0,0
1488,Basic,29.0,207.0,1,11,12,8.33,205,59,21.92,1.21,0,0,0
1489,Pro,99.0,198.0,0,11,10,-10.0,262,51,22.8,1.1,1,0,0
1490,Basic,29.0,107.0,4,1,7,85.71,113,32,24.12,2.22,0,0,0
1491,Basic,29.0,207.0,4,5,9,44.44,155,49,24.87,1.8,1,0,0
1492,Basic,29.0,207.0,0,16,12,-33.33,207,39,21.12,1.2,0,0,0
1493,Pro,99.0,198.0,1,8,7,-14.29,213,53,23.02,1.31,0,0,0
1494,Pro,99.0,198.0,3,5,10,50.0,163,39,25.45,1.43,0,0,0
1495,Basic,29.0,58.0,1,8,5,-60.0,119,30,20.07,2.05,0,0,0
1496,Pro,99.0,446.0,7,2,5,60.0,134,26,21.0,2.1,0,0,0
1497,Basic,29.0,58.0,9,1,3,66.67,95,18,21.3,2.26,0,0,0
1498,Basic,29.0,58.0,0,8,14,42.86,214,56,25.14,1.17,0,0,0
1499,Enterprise,299.0,716.0,1,11,11,0.0,188,47,24.61,1.35,1,1,0
1500,Enterprise,299.0,598.0,0,13,9,-44.44,185,42,22.71,1.35,0,0,0
1501,Basic,29.0,207.0,3,5,5,0.0,94,22,25.14,2.8,0,0,0
1502,Enterprise,299.0,598.0,5,2,4,50.0,91,28,21.52,2.71,0,0,0
1503,Pro,99.0,198.0,5,3,5,40.0,121,26,24.79,2.38,0,0,0
1504,Pro,99.0,198.0,21,0,3,100.0,132,37,24.67,1.24,1,1,1
1505,Basic,29.0,157.0,1,12,10,-20.0,217,45,25.67,1.18,0,0,0
1506,Basic,29.0,58.0,15,0,8,100.0,122,27,22.7,1.71,0,0,0
1507,Enterprise,299.0,647.0,1,12,8,-50.0,195,49,21.77,1.26,0,0,0
1508,Pro,99.0,198.0,21,0,4,100.0,110,25,20.43,1.74,1,0,1
1509,Basic,29.0,58.0,2,4,6,33.33,138,39,24.65,1.9,1,0,0
1510,Enterprise,299.0,598.0,0,13,7,-85.71,142,38,25.13,1.53,0,0,0
1511,Pro,99.0,198.0,1,11,13,15.38,233,61,24.6,1.19,0,0,0
1512,Enterprise,299.0,598.0,18,0,5,100.0,117,32,21.81,1.54,1,0,1
1513,Enterprise,299.0,697.0,6,5,14,64.29,178,50,23.3,1.28,0,0,0
1514,Enterprise,299.0,598.0,24,0,2,100.0,107,21,27.43,1.59,1,0,1
1515,Basic,29.0,157.0,1,4,4,0.0,130,35,25.1,1.89,0,0,0
1516,Basic,29.0,157.0,4,2,3,33.33,119,32,26.86,2.06,0,0,0
1517,Basic,29.0,58.0,0,12,12,0.0,231,56,24.73,1.14,0,0,0
1518,Basic,29.0,96.0,0,4,4,0.0,113,25,20.71,2.43,0,0,0
1519,Basic,29.0,58.0,1,6,10,40.0,197,48,21.18,1.48,0,0,0
1520,Basic,29.0,58.0,0,8,8,0.0,200,60,24.7,1.4,0,0,0
1521,Pro,99.0,198.0,0,3,5,40.0,103,21,22.88,2.54,0,0,0
1522,Basic,29.0,107.0,5,4,3,-33.33,104,26,25.54,2.16,1,0,0
1523,Enterprise,299.0,647.0,3,4,4,0.0,110,30,24.28,2.19,0,0,0
1524,Basic,29.0,107.0,0,12,14,14.29,275,63,25.14,1.01,0,0,0
1525,Enterprise,299.0,598.0,0,12,13,7.69,212,54,24.98,1.27,0,0,0
1526,Enterprise,299.0,598.0,8,2,3,33.33,103,21,23.04,2.13,0,0,0
1527,Enterprise,299.0,598.0,1,3,1,-200.0,77,16,23.39,3.4,1,0,0
1528,Enterprise,299.0,598.0,1,13,11,-18.18,233,64,25.37,1.09,0,0,0
1529,Pro,99.0,198.0,0,9,9,0.0,198,50,27.98,1.31,0,0,0
1530,Basic,29.0,58.0,2,9,3,-200.0,126,36,24.83,1.97,0,0,0
1531,Enterprise,299.0,598.0,18,0,4,100.0,90,16,28.65,2.12,1,1,0
1532,Pro,99.0,297.0,2,14,8,-75.0,229,54,24.75,1.07,0,0,0
1533,Basic,29.0,96.0,7,3,4,25.0,98,23,20.0,2.1,0,0,1
1534,Basic,29.0,176.0,0,10,11,9.09,241,69,24.42,1.2,0,0,0
1535,Basic,29.0,58.0,0,12,9,-33.33,227,49,22.62,1.24,0,0,0
1536,Basic,29.0,58.0,1,7,10,30.0,169,46,24.18,1.34,0,0,0
1537,Basic,29.0,207.0,0,14,14,0.0,211,48,23.13,1.26,0,0,0
1538,Enterprise,299.0,598.0,2,12,7,-71.43,190,40,22.96,1.17,1,1,0
1539,Basic,29.0,58.0,1,7,6,-16.67,150,25,25.42,1.82,0,0,0
1540,Basic,29.0,58.0,31,0,0,0.0,78,26,25.57,1.36,1,1,0
1541,Pro,99.0,347.0,0,10,7,-42.86,171,28,27.26,1.59,0,0,0
1542,Basic,29.0,77.0,25,0,3,100.0,116,24,23.93,1.31,1,1,1
1543,Enterprise,299.0,598.0,1,11,8,-37.5,219,51,26.47,1.2,0,0,0
1544,Pro,99.0,347.0,0,13,8,-62.5,166,47,24.39,1.61,0,0,0
1545,Enterprise,299.0,697.0,3,11,8,-37.5,185,45,23.64,1.25,0,0,0
1546,Enterprise,299.0,598.0,4,2,8,75.0,128,41,24.52,1.96,1,0,0
1547,Pro,99.0,198.0,0,3,5,40.0,125,26,21.0,2.26,0,0,0
1548,Basic,29.0,77.0,0,13,8,-62.5,191,44,24.64,1.3,0,0,0
1549,Basic,29.0,58.0,0,11,9,-22.22,227,58,25.04,1.24,1,0,0
1550,Pro,99.0,297.0,1,10,13,23.08,207,41,23.33,1.38,0,0,0
1551,Basic,29.0,58.0,20,0,4,100.0,135,37,24.0,1.29,0,0,1
1552,Enterprise,299.0,598.0,24,0,3,100.0,143,36,22.48,1.15,1,1,0
1553,Enterprise,299.0,598.0,0,12,9,-33.33,206,48,28.26,1.36,0,0,0
1554,Basic,29.0,58.0,20,0,3,100.0,70,18,15.86,2.76,0,0,0
1555,Pro,99.0,198.0,0,12,11,-9.09,253,79,26.56,1.11,0,0,0
1556,Pro,99.0,198.0,0,14,10,-40.0,225,55,23.32,1.19,0,0,0
1557,Basic,29.0,207.0,3,5,7,28.57,124,30,21.93,1.96,0,0,0
1558,Pro,99.0,198.0,0,5,6,16.67,134,34,26.53,1.9,0,0,0
1559,Basic,29.0,58.0,13,1,13,92.31,150,39,26.97,1.32,1,1,0
1560,Basic,29.0,356.0,0,14,12,-16.67,195,54,26.54,1.25,1,0,0
1561,Enterprise,299.0,647.0,9,2,4,50.0,114,27,22.52,1.76,1,1,0
1562,Enterprise,299.0,598.0,0,2,4,50.0,103,28,21.96,2.44,0,0,0
1563,Pro,99.0,347.0,6,2,3,33.33,79,17,18.35,2.79,0,0,0
1564,Basic,29.0,58.0,2,8,11,27.27,261,63,23.68,1.1,0,0,0
1565,Basic,29.0,58.0,1,13,19,31.58,284,67,22.34,0.96,0,0,0
1566,Pro,99.0,198.0,1,9,13,30.77,218,60,24.23,1.25,0,0,0
1567,Basic,29.0,58.0,3,11,16,31.25,253,56,23.48,1.13,1,0,0
1568,Pro,99.0,347.0,0,13,8,-62.5,251,69,26.84,1.08,0,0,0
1569,Enterprise,299.0,598.0,0,8,9,11.11,184,46,23.54,1.55,0,0,0
1570,Basic,29.0,58.0,5,4,3,-33.33,121,18,19.44,2.28,0,0,0
1571,Pro,99.0,347.0,0,14,12,-16.67,224,58,21.84,1.17,0,0,0
1572,Pro,99.0,198.0,10,2,3,33.33,81,16,28.21,2.74,0,0,0
1573,Basic,29.0,58.0,14,0,7,100.0,144,36,24.53,1.57,1,1,1
1574,Pro,99.0,198.0,27,0,2,100.0,99,21,23.29,1.38,0,0,0
1575,Enterprise,299.0,598.0,1,2,7,71.43,159,35,23.83,1.67,1,1,1
1576,Pro,99.0,347.0,13,1,12,91.67,118,31,24.48,1.56,1,1,0
1577,Pro,99.0,198.0,7,5,7,28.57,173,36,21.25,1.46,0,0,0
1578,Pro,99.0,347.0,0,2,5,60.0,117,27,21.27,2.36,0,0,0
1579,Basic,29.0,157.0,15,0,5,100.0,116,28,21.96,1.76,1,1,0
1580,Enterprise,299.0,647.0,0,10,13,23.08,220,59,20.26,1.27,0,0,0
1581,Pro,99.0,198.0,0,10,10,0.0,237,66,23.53,1.13,0,0,0
1582,Basic,29.0,207.0,0,7,6,-16.67,136,31,21.72,2.11,1,0,0
1583,Basic,29.0,207.0,1,3,4,25.0,115,28,23.27,2.62,0,0,0
1584,Pro,99.0,198.0,2,3,3,0.0,115,34,24.2,2.37,0,0,0
1585,Basic,29.0,58.0,0,12,10,-20.0,230,68,21.96,1.26,1,0,0
1586,Pro,99.0,198.0,4,2,11,81.82,143,36,22.28,1.54,1,1,1
1587,Pro,99.0,198.0,0,8,12,33.33,215,59,21.48,1.24,1,0,0
1588,Pro,99.0,198.0,0,3,7,57.14,158,40,23.31,1.89,0,0,1
1589,Pro,99.0,198.0,0,13,11,-18.18,225,56,24.87,1.13,0,0,0
1590,Pro,99.0,198.0,4,2,3,33.33,118,27,24.78,2.12,0,0,0
1591,Enterprise,299.0,846.0,1,7,12,41.67,196,41,22.07,1.36,0,0,0
1592,Pro,99.0,198.0,14,0,15,100.0,156,46,22.38,1.37,1,1,0
1593,Basic,29.0,58.0,24,0,2,100.0,112,23,23.08,1.44,2,0,1
1594,Pro,99.0,198.0,0,14,10,-40.0,213,43,21.45,1.23,0,0,0
1595,Basic,29.0,58.0,10,3,4,25.0,121,26,22.12,1.87,0,0,0
1596,Basic,29.0,58.0,3,4,4,0.0,115,31,18.68,2.33,0,0,0
1597,Basic,29.0,207.0,1,3,4,25.0,69,12,29.0,3.38,1,0,0
1598,Basic,29.0,58.0,19,0,4,100.0,115,31,23.15,1.57,0,0,1
1599,Enterprise,299.0,747.0,24,0,1,100.0,86,22,29.9,1.87,1,1,0
1600,Pro,99.0,297.0,1,11,11,0.0,189,53,24.74,1.38,1,0,0
1601,Pro,99.0,198.0,0,8,15,46.67,239,59,23.0,1.2,1,0,0
1602,Basic,29.0,58.0,0,7,11,36.36,199,55,23.6,1.34,0,0,0
1603,Basic,29.0,157.0,5,2,9,77.78,125,25,25.93,2.09,0,0,0
1604,Pro,99.0,198.0,0,12,15,20.0,240,67,27.06,1.14,0,0,0
1605,Basic,29.0,58.0,12,2,7,71.43,125,28,21.61,1.37,1,0,1
1606,Basic,29.0,58.0,1,5,10,50.0,166,43,28.15,1.48,0,0,0
1607,Basic,29.0,58.0,4,3,2,-50.0,90,23,21.95,3.02,0,0,0
1608,Pro,99.0,316.0,1,12,14,14.29,256,62,26.41,1.09,0,0,0
1609,Basic,29.0,58.0,1,6,3,-100.0,119,28,20.65,2.3,0,0,0
1610,Pro,99.0,217.0,0,15,7,-114.29,182,38,23.14,1.37,0,0,0
1611,Enterprise,299.0,598.0,0,9,8,-12.5,187,44,24.8,1.52,0,0,0
1612,Basic,29.0,58.0,20,0,3,100.0,122,23,22.59,1.51,2,1,0
1613,Basic,29.0,58.0,1,5,3,-66.67,106,25,20.4,2.42,0,0,0
1614,Basic,29.0,58.0,1,13,11,-18.18,215,44,21.81,1.24,0,0,0
1615,Enterprise,299.0,598.0,2,7,9,22.22,166,42,20.9,1.43,0,0,0
1616,Enterprise,299.0,598.0,1,10,12,16.67,235,67,24.46,1.05,0,0,0
1617,Basic,29.0,58.0,0,12,12,0.0,212,50,23.49,1.28,0,0,0
1618,Pro,99.0,297.0,1,5,11,54.55,187,44,23.83,1.45,0,0,0
1619,Enterprise,299.0,598.0,2,9,12,25.0,209,59,25.68,1.32,0,0,0
1620,Enterprise,299.0,617.0,0,10,10,0.0,218,59,25.04,1.23,0,0,0
1621,Enterprise,299.0,598.0,1,5,4,-25.0,126,31,21.04,2.52,1,0,0
1622,Pro,99.0,247.0,14,0,11,100.0,128,39,23.39,1.42,2,1,1
1623,Pro,99.0,198.0,3,3,12,75.0,156,40,25.09,1.69,0,0,0
1624,Basic,29.0,58.0,1,10,12,16.67,225,46,24.51,1.19,0,0,0
1625,Enterprise,299.0,598.0,8,2,11,81.82,194,58,24.45,1.29,0,0,0
1626,Pro,99.0,198.0,1,11,7,-57.14,173,48,25.53,1.58,0,0,0
1627,Basic,29.0,58.0,1,11,11,0.0,211,50,23.73,1.22,0,0,0
1628,Pro,99.0,198.0,0,10,8,-25.0,205,60,25.96,1.3,0,0,0
1629,Basic,29.0,77.0,0,11,10,-10.0,201,55,22.65,1.25,0,0,0
1630,Basic,29.0,58.0,1,3,5,40.0,110,27,27.13,2.48,0,0,0
1631,Basic,29.0,58.0,11,1,3,66.67,100,21,28.35,2.51,0,0,0
1632,Basic,29.0,58.0,0,15,11,-36.36,241,65,24.96,1.08,0,0,0
1633,Basic,29.0,77.0,0,10,13,23.08,230,47,24.23,1.14,0,0,0
