ticket_id,user_id,created_at,category,status
t_517,2513,2026-01-16 09:00:00,feature_request,resolved
t_518,2519,2026-02-15 10:00:00,onboarding,open
t_519,2519,2026-03-22 08:00:00,billing,escalated
t_520,2521,2026-01-29 09:00:00,billing,resolved
t_521,2521,2026-02-17 12:00:00,billing,open
t_522,2528,2026-02-11 10:00:00,billing,open
t_523,2530,2026-02-11 10:00:00,bug,resolved
t_524,2534,2026-02-15 13:00:00,bug,open
t_525,2534,2026-03-04 13:00:00,billing,open
t_526,2538,2026-02-14 11:00:00,bug,resolved
t_527,2540,2026-02-08 14:00:00,bug,resolved
t_528,2540,2026-02-17 16:00:00,bug,resolved
t_529,2541,2026-02-02 14:00:00,onboarding,resolved
t_530,2544,2026-03-25 11:00:00,bug,resolved
t_531,2546,2026-02-06 11:00:00,billing,escalated
t_532,2547,2026-02-09 16:00:00,billing,open
t_533,2553,2026-03-22 15:00:00,billing,open
t_534,2557,2026-01-03 11:00:00,feature_request,open
t_535,2558,2026-02-07 12:00:00,bug,open
t_536,2559,2026-01-24 12:00:00,billing,resolved
t_537,2565,2026-02-15 17:00:00,feature_request,open
t_538,2568,2026-03-24 09:00:00,bug,open
t_539,2569,2026-03-05 11:00:00,feature_request,open
t_540,2571,2026-02-08 15:00:00,onboarding,escalated
t_541,2577,2026-02-18 10:00:00,billing,resolved
t_542,2578,2026-03-22 11:00:00,billing,resolved
t_543,2587,2026-01-14 11:00:00,billing,resolved
t_544,2588,2026-01-20 16:00:00,feature_request,resolved
t_545,2596,2026-02-18 08:00:00,bug,open
t_546,2601,2026-01-18 16:00:00,onboarding,resolved
t_547,2602,2026-02-03 12:00:00,bug,resolved
t_548,2603,2026-02-18 13:00:00,billing,open
t_549,2610,2026-03-29 12:00:00,bug,resolved
t_550,2613,2026-02-15 12:00:00,feature_request,escalated
t_551,2619,2026-02-17 10:00:00,bug,escalated
t_552,2630,2026-02-13 10:00:00,feature_request,escalated
t_553,2632,2026-03-08 14:00:00,billing,open
t_554,2632,2026-03-14 14:00:00,billing,open
t_555,2640,2026-01-17 13:00:00,feature_request,open
t_556,2642,2026-01-31 10:00:00,billing,escalated
t_557,2644,2026-02-11 11:00:00,onboarding,resolved
t_558,2644,2026-02-14 12:00:00,onboarding,resolved
t_559,2644,2026-03-22 11:00:00,feature_request,resolved
t_560,2646,2026-03-13 12:00:00,billing,open
t_561,2648,2026-02-17 17:00:00,onboarding,resolved
t_562,2651,2026-02-17 15:00:00,bug,open
t_563,2653,2026-03-03 11:00:00,bug,resolved
t_564,2660,2026-01-17 10:00:00,bug,resolved
t_565,2664,2026-03-17 15:00:00,billing,resolved
t_566,2671,2026-03-16 09:00:00,bug,resolved
t_567,2674,2026-02-15 15:00:00,bug,resolved
t_568,2674,2026-03-30 09:00:00,bug,resolved
t_569,2681,2026-02-25 16:00:00,billing,resolved
t_570,2684,2026-02-02 15:00:00,billing,resolved
t_571,2684,2026-03-12 13:00:00,billing,open
t_572,2691,2026-01-26 16:00:00,feature_request,resolved
t_573,2693,2026-02-15 11:00:00,onboarding,open
t_574,2694,2026-02-14 12:00:00,bug,resolved
t_575,2695,2026-01-30 13:00:00,billing,resolved
t_576,2696,2026-02-08 14:00:00,onboarding,escalated
t_577,2698,2026-02-05 08:00:00,bug,resolved
t_578,2700,2026-02-01 10:00:00,feature_request,resolved
t_579,2709,2026-02-14 15:00:00,bug,open
t_580,2710,2026-03-11 09:00:00,bug,resolved
t_581,2712,2026-01-23 11:00:00,feature_request,open
t_582,2716,2026-02-17 11:00:00,billing,escalated
t_583,2718,2026-02-04 10:00:00,bug,resolved
t_584,2720,2026-02-16 13:00:00,bug,open
t_585,2722,2026-02-01 10:00:00,billing,escalated
t_586,2727,2026-03-27 13:00:00,billing,resolved
t_587,2731,2026-02-19 16:00:00,onboarding,open
t_588,2732,2026-01-19 14:00:00,billing,open
t_589,2736,2026-03-21 11:00:00,bug,resolved
t_590,2740,2026-02-01 11:00:00,billing,resolved
t_591,2740,2026-02-26 08:00:00,billing,resolved
t_592,2742,2026-01-29 10:00:00,billing,resolved
t_593,2742,2026-02-02 14:00:00,bug,escalated
t_594,2744,2026-02-15 16:00:00,onboarding,resolved
t_595,2745,2026-03-02 13:00:00,onboarding,resolved
t_596,2747,2026-02-12 17:00:00,onboarding,escalated
t_597,2748,2026-03-25 14:00:00,billing,resolved
t_598,2749,2026-02-11 12:00:00,onboarding,escalated
t_599,2753,2026-02-09 15:00:00,feature_request,resolved
t_600,2754,2026-01-04 17:00:00,onboarding,resolved
t_601,2758,2026-02-07 10:00:00,bug,escalated
t_602,2761,2026-01-24 08:00:00,onboarding,resolved
t_603,2776,2026-01-30 15:00:00,onboarding,resolved
t_604,2777,2026-03-15 08:00:00,onboarding,resolved
t_605,2787,2026-02-02 16:00:00,bug,escalated
t_606,2791,2026-02-08 10:00:00,feature_request,open
t_607,2792,2026-02-18 09:00:00,feature_request,open
t_608,2797,2026-03-06 09:00:00,bug,resolved
t_609,2801,2026-03-09 09:00:00,billing,open
t_610,2805,2026-01-13 15:00:00,bug,resolved
t_611,2805,2026-02-13 12:00:00,billing,open
t_612,2809,2026-02-01 15:00:00,bug,open
t_613,2812,2026-01-11 16:00:00,billing,resolved
t_614,2812,2026-02-12 12:00:00,bug,escalated
t_615,2814,2026-02-18 09:00:00,billing,open
t_616,2818,2026-02-12 08:00:00,bug,open
t_617,2821,2026-02-03 08:00:00,billing,escalated
t_618,2830,2026-02-07 12:00:00,bug,escalated
t_619,2846,2026-01-06 15:00:00,bug,open
t_620,2852,2026-02-18 17:00:00,billing,open
t_621,2855,2026-02-07 14:00:00,feature_request,escalated
t_622,2860,2026-03-13 11:00:00,billing,resolved
t_623,2863,2026-02-14 17:00:00,feature_request,resolved
t_624,2866,2026-02-11 16:00:00,billing,escalated
t_625,2870,2026-01-09 17:00:00,onboarding,resolved
t_626,2875,2026-02-26 10:00:00,billing,open
t_627,2876,2026-02-05 13:00:00,billing,open
t_628,2880,2026-02-07 16:00:00,feature_request,resolved
t_629,2885,2026-01-02 08:00:00,bug,resolved
t_630,2886,2026-02-15 14:00:00,billing,escalated
t_631,2888,2026-02-09 12:00:00,onboarding,resolved
t_632,2890,2026-02-01 12:00:00,billing,escalated
t_633,2895,2026-02-09 09:00:00,billing,escalated
t_634,2901,2026-02-01 10:00:00,onboarding,resolved
t_635,2901,2026-03-30 16:00:00,onboarding,open
t_636,2902,2026-02-16 08:00:00,bug,open
t_637,2902,2026-03-05 08:00:00,billing,resolved
t_638,2903,2026-02-13 15:00:00,billing,escalated
t_639,2904,2026-02-19 08:00:00,billing,resolved
t_640,2911,2026-03-10 17:00:00,onboarding,resolved
t_641,2915,2026-01-20 12:00:00,billing,resolved
t_642,2916,2026-02-13 08:00:00,bug,resolved
t_643,2918,2026-01-25 13:00:00,onboarding,resolved
t_644,2923,2026-01-03 11:00:00,feature_request,resolved
t_645,2927,2026-02-02 11:00:00,bug,resolved
t_646,2929,2026-03-21 15:00:00,onboarding,resolved
t_647,2930,2026-02-10 11:00:00,feature_request,open
t_648,2931,2026-01-23 10:00:00,feature_request,resolved
t_649,2933,2026-01-04 17:00:00,feature_request,open
t_650,2939,2026-02-06 08:00:00,bug,open
t_651,2939,2026-02-22 17:00:00,bug,open
t_652,2943,2026-02-16 08:00:00,feature_request,open
t_653,2945,2026-02-24 15:00:00,bug,resolved
t_654,2950,2026-01-31 08:00:00,feature_request,resolved
t_655,2955,2026-01-26 15:00:00,feature_request,resolved
t_656,2955,2026-03-28 12:00:00,bug,resolved
t_657,2957,2026-02-06 12:00:00,bug,resolved
t_658,2961,2026-02-09 09:00:00,billing,open
t_659,2971,2026-02-02 12:00:00,feature_request,open
t_660,2974,2026-03-28 08:00:00,onboarding,resolved
t_661,2976,2026-02-04 13:00:00,billing,open
t_662,2978,2026-02-12 09:00:00,billing,open
t_663,2988,2026-02-03 08:00:00,bug,open
t_664,2993,2026-02-13 08:00:00,billing,open
t_665,2995,2026-02-05 11:00:00,billing,open
t_666,3009,2026-02-17 16:00:00,feature_request,open
t_667,3010,2026-03-12 10:00:00,bug,resolved
t_668,3017,2026-02-07 10:00:00,bug,open
t_669,3020,2026-01-19 08:00:00,bug,open
t_670,3020,2026-01-25 16:00:00,bug,resolved
t_671,3030,2026-02-02 14:00:00,bug,open
t_672,3034,2026-02-14 16:00:00,billing,open
t_673,3035,2026-02-17 14:00:00,feature_request,open
t_674,3041,2026-03-12 14:00:00,billing,resolved
t_675,3047,2026-02-06 11:00:00,bug,open
t_676,3048,2026-01-23 16:00:00,billing,resolved
t_677,3049,2026-01-21 09:00:00,billing,resolved
t_678,3056,2026-01-26 08:00:00,billing,resolved
t_679,3062,2026-02-04 17:00:00,onboarding,resolved
t_680,3064,2026-02-13 14:00:00,billing,open
t_681,3070,2026-02-28 13:00:00,feature_request,resolved
t_682,3072,2026-02-03 17:00:00,feature_request,escalated
t_683,3079,2026-02-06 08:00:00,bug,escalated
t_684,3081,2026-01-05 16:00:00,bug,resolved
t_685,3083,2026-03-08 09:00:00,onboarding,resolved
t_686,3085,2026-02-02 12:00:00,feature_request,open
t_687,3086,2026-02-05 17:00:00,billing,open
t_688,3088,2026-02-09 09:00:00,feature_request,open
t_689,3088,2026-03-06 14:00:00,bug,resolved
t_690,3090,2026-01-30 16:00:00,billing,resolved
t_691,3096,2026-02-05 08:00:00,onboarding,escalated
t_692,3098,2026-01-27 10:00:00,billing,resolved
t_693,3099,2026-01-01 08:00:00,bug,resolved
t_694,3101,2026-01-23 11:00:00,onboarding,resolved
t_695,3102,2026-01-16 16:00:00,billing,resolved
t_696,3102,2026-02-15 12:00:00,bug,open
t_697,3103,2026-02-24 15:00:00,billing,resolved
t_698,3112,2026-01-19 08:00:00,bug,resolved
t_699,3115,2026-01-21 14:00:00,billing,resolved
t_700,3115,2026-02-27 09:00:00,billing,resolved
t_701,3117,2026-02-11 08:00:00,bug,resolved
t_702,3119,2026-02-01 12:00:00,bug,resolved
t_703,3119,2026-03-15 08:00:00,billing,resolved
t_704,3120,2026-01-06 10:00:00,billing,resolved
t_705,3122,2026-03-27 10:00:00,bug,resolved
t_706,3123,2026-02-11 16:00:00,feature_request,escalated
t_707,3123,2026-02-27 10:00:00,bug,open
t_708,3125,2026-02-18 13:00:00,billing,escalated
t_709,3126,2026-03-27 17:00:00,onboarding,resolved
t_710,3128,2026-02-28 13:00:00,feature_request,resolved
t_711,3131,2026-01-31 17:00:00,billing,escalated
t_712,3134,2026-03-01 17:00:00,billing,resolved
t_713,3135,2026-02-10 11:00:00,billing,resolved
t_714,3136,2026-02-08 13:00:00,bug,open
t_715,3137,2026-01-11 16:00:00,billing,resolved
t_716,3142,2026-01-04 10:00:00,bug,resolved
t_717,3142,2026-03-05 10:00:00,onboarding,resolved
t_718,3143,2026-03-08 08:00:00,billing,resolved
t_719,3145,2026-02-04 16:00:00,billing,open
t_720,3147,2026-02-09 13:00:00,bug,open
t_721,3149,2026-02-13 15:00:00,bug,resolved
t_722,3156,2026-02-13 17:00:00,billing,escalated
t_723,3157,2026-02-02 15:00:00,onboarding,escalated
t_724,3159,2026-03-03 09:00:00,onboarding,resolved
t_725,3161,2026-01-27 16:00:00,bug,resolved
t_726,3161,2026-02-04 15:00:00,billing,escalated
t_727,3163,2026-02-17 08:00:00,billing,open
t_728,3163,2026-02-19 15:00:00,billing,open
t_729,3164,2026-02-16 17:00:00,bug,open
t_730,3169,2026-01-31 15:00:00,feature_request,escalated
t_731,3171,2026-03-06 14:00:00,billing,resolved
t_732,3177,2026-02-03 09:00:00,billing,open
t_733,3179,2026-02-04 15:00:00,bug,resolved
t_734,3189,2026-02-07 11:00:00,bug,open
t_735,3189,2026-02-22 16:00:00,bug,escalated
t_736,3201,2026-01-07 17:00:00,bug,resolved
t_737,3202,2026-02-26 15:00:00,bug,resolved
t_738,3204,2026-02-15 13:00:00,billing,resolved
t_739,3208,2026-01-13 17:00:00,bug,resolved
t_740,3211,2026-02-07 15:00:00,feature_request,resolved
t_741,3217,2026-02-16 08:00:00,bug,escalated
t_742,3221,2026-02-08 08:00:00,billing,escalated
t_743,3222,2026-03-23 09:00:00,billing,resolved
t_744,3233,2026-01-16 08:00:00,feature_request,resolved
t_745,3233,2026-02-08 10:00:00,onboarding,resolved
t_746,3236,2026-02-05 08:00:00,billing,escalated
t_747,3244,2026-01-15 14:00:00,bug,resolved
t_748,3247,2026-03-09 12:00:00,billing,resolved
t_749,3259,2026-02-10 09:00:00,onboarding,open
t_750,3264,2026-01-31 17:00:00,feature_request,open
t_751,3265,2026-02-10 11:00:00,bug,resolved
t_752,3277,2026-02-13 16:00:00,billing,escalated
t_753,3280,2026-02-12 09:00:00,bug,escalated
t_754,3283,2026-02-16 14:00:00,onboarding,escalated
t_755,3293,2026-02-05 16:00:00,bug,resolved
t_756,3299,2026-01-03 10:00:00,billing,resolved
t_757,3301,2026-01-04 11:00:00,billing,open
t_758,3302,2026-03-14 13:00:00,bug,resolved
t_759,3302,2026-03-25 12:00:00,bug,resolved
t_760,3303,2026-01-03 09:00:00,billing,resolved
t_761,3303,2026-02-17 10:00:00,bug,escalated
t_762,3306,2026-01-04 12:00:00,bug,open
t_763,3306,2026-03-21 09:00:00,onboarding,resolved
t_764,3309,2026-02-11 09:00:00,bug,resolved
t_765,3310,2026-02-14 10:00:00,onboarding,escalated
t_766,3311,2026-03-17 11:00:00,feature_request,resolved
t_767,3317,2026-02-15 16:00:00,billing,resolved
t_768,3318,2026-01-10 13:00:00,billing,resolved
t_769,3318,2026-02-06 10:00:00,billing,escalated
t_770,3327,2026-02-07 11:00:00,bug,open
t_771,3329,2026-01-12 17:00:00,billing,resolved
t_772,3334,2026-02-15 15:00:00,billing,open
t_773,3334,2026-02-17 09:00:00,billing,open
t_774,3335,2026-03-25 17:00:00,onboarding,open
t_775,3336,2026-02-01 08:00:00,billing,open
t_776,3338,2026-02-15 15:00:00,onboarding,resolved
t_777,3339,2026-02-18 16:00:00,bug,escalated
t_778,3345,2026-02-07 09:00:00,bug,escalated
t_779,3348,2026-01-31 09:00:00,bug,escalated
t_780,3350,2026-01-04 13:00:00,bug,resolved
t_781,3350,2026-01-31 08:00:00,bug,resolved
t_782,3353,2026-03-30 14:00:00,bug,resolved
t_783,3357,2026-01-10 10:00:00,feature_request,resolved
t_784,3359,2026-02-12 17:00:00,onboarding,resolved
t_785,3360,2026-01-16 12:00:00,onboarding,resolved
t_786,3360,2026-02-13 10:00:00,billing,escalated
t_787,3364,2026-02-05 15:00:00,bug,open
t_788,3365,2026-02-16 17:00:00,bug,resolved
t_789,3365,2026-03-08 08:00:00,bug,open
t_790,3366,2026-03-06 14:00:00,feature_request,resolved
t_791,3367,2026-01-31 11:00:00,bug,escalated
t_792,3372,2026-02-02 17:00:00,bug,open
t_793,3378,2026-01-31 16:00:00,bug,escalated
t_794,3380,2026-02-03 13:00:00,feature_request,resolved
t_795,3381,2026-02-17 12:00:00,bug,open
t_796,3381,2026-03-15 09:00:00,feature_request,escalated
t_797,3383,2026-02-01 17:00:00,onboarding,resolved
t_798,3393,2026-02-16 15:00:00,onboarding,resolved
t_799,3394,2026-02-12 16:00:00,onboarding,open
t_800,3395,2026-01-14 09:00:00,bug,resolved
t_801,3396,2026-02-14 08:00:00,bug,escalated
t_802,3404,2026-02-07 13:00:00,billing,resolved
t_803,3404,2026-02-12 17:00:00,onboarding,resolved
t_804,3405,2026-02-12 09:00:00,onboarding,resolved
t_805,3406,2026-02-17 15:00:00,feature_request,open
t_806,3408,2026-01-25 12:00:00,billing,resolved
t_807,3408,2026-02-05 08:00:00,bug,resolved
t_808,3410,2026-02-07 15:00:00,bug,resolved
t_809,3415,2026-03-12 13:00:00,bug,resolved
t_810,3416,2026-03-07 16:00:00,onboarding,resolved
t_811,3420,2026-03-22 08:00:00,bug,resolved
t_812,3421,2026-02-07 17:00:00,bug,open
t_813,3429,2026-02-09 10:00:00,bug,escalated
t_814,3430,2026-02-17 14:00:00,billing,open
t_815,3434,2026-01-05 15:00:00,bug,resolved
t_816,3434,2026-02-06 09:00:00,bug,open
t_817,3436,2026-02-24 12:00:00,onboarding,resolved
t_818,3442,2026-03-29 08:00:00,bug,resolved
t_819,3447,2026-01-04 17:00:00,bug,resolved
t_820,3448,2026-01-31 08:00:00,billing,resolved
t_821,3448,2026-03-29 08:00:00,billing,open
t_822,3450,2026-02-22 08:00:00,billing,resolved
t_823,3458,2026-02-03 08:00:00,onboarding,resolved
t_824,3459,2026-01-09 15:00:00,billing,resolved
t_825,3462,2026-02-12 17:00:00,billing,resolved
t_826,3473,2026-02-14 13:00:00,bug,open
t_827,3475,2026-02-15 14:00:00,bug,open
t_828,3479,2026-01-18 10:00:00,billing,resolved
t_829,3486,2026-02-06 13:00:00,feature_request,resolved
t_830,3492,2026-02-02 15:00:00,bug,escalated
t_831,3493,2026-02-20 14:00:00,bug,resolved
t_832,3498,2026-02-05 08:00:00,billing,escalated
t_833,3498,2026-03-16 17:00:00,bug,escalated
t_834,3500,2026-01-14 11:00:00,billing,resolved
t_835,3502,2026-03-12 10:00:00,bug,resolved
t_836,3504,2026-02-03 08:00:00,bug,escalated
t_837,3505,2026-01-05 13:00:00,onboarding,resolved
t_838,3505,2026-03-08 08:00:00,billing,resolved
t_839,3506,2026-01-31 08:00:00,billing,open
t_840,3507,2026-02-11 17:00:00,bug,resolved
t_841,3507,2026-03-07 11:00:00,onboarding,open
t_842,3510,2026-01-01 10:00:00,onboarding,resolved
t_843,3510,2026-02-07 08:00:00,billing,escalated
t_844,3519,2026-02-03 09:00:00,feature_request,resolved
t_845,3520,2026-02-16 12:00:00,billing,open
t_846,3522,2026-03-01 16:00:00,bug,open
t_847,3531,2026-02-09 12:00:00,billing,escalated
t_848,3535,2026-03-30 09:00:00,bug,resolved
t_849,3543,2026-01-30 09:00:00,feature_request,open
t_850,3545,2026-01-25 14:00:00,billing,resolved
t_851,3554,2026-01-28 09:00:00,billing,open
t_852,3555,2026-02-09 09:00:00,billing,resolved
t_853,3555,2026-03-07 16:00:00,billing,open
t_854,3556,2026-01-31 15:00:00,billing,escalated
t_855,3561,2026-02-02 12:00:00,bug,open
t_856,3565,2026-02-06 16:00:00,feature_request,open
t_857,3570,2026-02-10 16:00:00,feature_request,resolved
t_858,3574,2026-02-15 13:00:00,bug,open
t_859,3574,2026-03-26 12:00:00,bug,open
t_860,3583,2026-02-11 12:00:00,feature_request,open
t_861,3586,2026-02-23 09:00:00,onboarding,resolved
t_862,3588,2026-03-16 13:00:00,billing,resolved
t_863,3590,2026-02-01 10:00:00,bug,open
t_864,3593,2026-02-16 15:00:00,bug,open
t_865,3595,2026-01-31 11:00:00,onboarding,resolved
t_866,3597,2026-02-02 11:00:00,bug,escalated
t_867,3601,2026-02-09 10:00:00,onboarding,escalated
t_868,3601,2026-03-02 10:00:00,bug,open
t_869,3606,2026-03-17 15:00:00,onboarding,resolved
t_870,3614,2026-02-01 15:00:00,billing,open
t_871,3620,2026-02-20 09:00:00,bug,resolved
t_872,3621,2026-02-03 15:00:00,bug,resolved
t_873,3622,2026-02-02 15:00:00,bug,resolved
t_874,3622,2026-02-17 10:00:00,billing,escalated
t_875,3624,2026-02-02 10:00:00,billing,escalated
t_876,3626,2026-02-09 15:00:00,bug,escalated
t_877,3627,2026-01-24 11:00:00,onboarding,resolved
t_878,3627,2026-03-21 10:00:00,bug,open
t_879,3630,2026-02-08 11:00:00,billing,escalated
t_880,3636,2026-01-22 16:00:00,billing,resolved
t_881,3638,2026-03-30 17:00:00,billing,resolved
t_882,3642,2026-01-31 11:00:00,feature_request,open
t_883,3643,2026-01-17 12:00:00,bug,resolved
t_884,3644,2026-02-12 17:00:00,bug,resolved
t_885,3646,2026-01-07 09:00:00,billing,resolved
t_886,3646,2026-03-29 10:00:00,bug,resolved
t_887,3652,2026-02-16 13:00:00,onboarding,escalated
t_888,3655,2026-02-15 15:00:00,bug,open
t_889,3655,2026-03-30 09:00:00,billing,escalated
t_890,3657,2026-02-07 16:00:00,bug,escalated
t_891,3659,2026-02-13 16:00:00,onboarding,open
t_892,3659,2026-03-31 12:00:00,feature_request,resolved
t_893,3660,2026-01-29 17:00:00,billing,resolved
t_894,3662,2026-01-19 15:00:00,bug,open
t_895,3662,2026-02-08 11:00:00,bug,open
t_896,3663,2026-03-23 13:00:00,billing,resolved
t_897,3668,2026-02-06 10:00:00,bug,open
t_898,3669,2026-02-06 12:00:00,bug,resolved
t_899,3671,2026-02-09 08:00:00,billing,escalated
t_900,3672,2026-03-27 09:00:00,billing,resolved
t_901,3676,2026-02-17 17:00:00,billing,escalated
t_902,3679,2026-02-09 12:00:00,bug,resolved
t_903,3682,2026-01-26 09:00:00,billing,resolved
t_904,3683,2026-02-04 10:00:00,onboarding,open
t_905,3685,2026-02-20 13:00:00,feature_request,open
t_906,3688,2026-01-25 16:00:00,bug,resolved
t_907,3694,2026-02-13 11:00:00,onboarding,open
t_908,3695,2026-02-11 11:00:00,bug,open
t_909,3696,2026-01-01 09:00:00,feature_request,resolved
t_910,3696,2026-03-20 08:00:00,billing,resolved
t_911,3700,2026-02-13 16:00:00,bug,open
t_912,3701,2026-02-03 08:00:00,bug,escalated
t_913,3703,2026-02-02 14:00:00,bug,open
t_914,3707,2026-03-15 11:00:00,bug,resolved
t_915,3713,2026-02-03 08:00:00,billing,resolved
t_916,3719,2026-02-06 08:00:00,feature_request,escalated
t_917,3719,2026-03-09 10:00:00,bug,escalated
t_918,3720,2026-02-03 08:00:00,onboarding,resolved
t_919,3720,2026-02-10 11:00:00,feature_request,open
t_920,3721,2026-03-22 12:00:00,feature_request,resolved
t_921,3722,2026-02-14 15:00:00,billing,open
t_922,3723,2026-03-03 08:00:00,bug,resolved
t_923,3730,2026-02-01 10:00:00,bug,open
t_924,3733,2026-03-24 17:00:00,bug,resolved
t_925,3734,2026-02-13 10:00:00,bug,open
t_926,3743,2026-02-15 09:00:00,feature_request,escalated
t_927,3745,2026-01-17 09:00:00,bug,resolved
t_928,3745,2026-02-17 17:00:00,bug,open
t_929,3749,2026-02-13 17:00:00,feature_request,escalated
t_930,3750,2026-03-18 16:00:00,bug,resolved
t_931,3752,2026-03-10 14:00:00,bug,resolved
t_932,3756,2026-02-01 08:00:00,onboarding,escalated
t_933,3756,2026-03-10 13:00:00,billing,open
t_934,3769,2026-02-05 12:00:00,billing,escalated
t_935,3772,2026-03-18 14:00:00,feature_request,resolved
t_936,3772,2026-03-27 13:00:00,onboarding,resolved
t_937,3781,2026-02-16 17:00:00,feature_request,escalated
t_938,3785,2026-02-17 10:00:00,feature_request,escalated
t_939,3785,2026-03-07 10:00:00,bug,open
t_940,3789,2026-02-13 08:00:00,onboarding,open
t_941,3792,2026-02-27 08:00:00,bug,resolved
t_942,3794,2026-02-21 12:00:00,onboarding,resolved
t_943,3797,2026-02-09 13:00:00,onboarding,open
t_944,3803,2026-02-28 08:00:00,billing,resolved
t_945,3804,2026-01-31 16:00:00,onboarding,escalated
t_946,3808,2026-02-09 13:00:00,billing,resolved
t_947,3810,2026-01-20 12:00:00,bug,resolved
t_948,3811,2026-03-02 12:00:00,bug,resolved
t_949,3818,2026-02-28 09:00:00,feature_request,resolved
t_950,3819,2026-02-02 15:00:00,bug,resolved
t_951,3829,2026-02-09 11:00:00,bug,open
t_952,3833,2026-01-28 10:00:00,billing,resolved
t_953,3834,2026-02-11 13:00:00,bug,resolved
t_954,3834,2026-03-13 15:00:00,bug,open
t_955,3837,2026-03-07 16:00:00,bug,open
t_956,3838,2026-03-15 13:00:00,billing,resolved
t_957,3840,2026-01-01 16:00:00,onboarding,resolved
t_958,3843,2026-02-07 12:00:00,onboarding,resolved
t_959,3844,2026-02-01 09:00:00,bug,open
t_960,3849,2026-01-23 12:00:00,bug,resolved
t_961,3851,2026-02-07 15:00:00,bug,resolved
t_962,3852,2026-01-22 09:00:00,billing,resolved
t_963,3855,2026-02-10 15:00:00,billing,resolved
t_964,3855,2026-02-13 13:00:00,bug,escalated
t_965,3856,2026-02-16 10:00:00,bug,open
t_966,3857,2026-02-12 15:00:00,feature_request,resolved
t_967,3858,2026-02-03 17:00:00,billing,resolved
t_968,3865,2026-01-15 13:00:00,bug,resolved
t_969,3865,2026-02-10 08:00:00,feature_request,open
t_970,3874,2026-02-12 15:00:00,bug,escalated
t_971,3875,2026-01-10 12:00:00,billing,resolved
t_972,3875,2026-01-22 13:00:00,bug,resolved
t_973,3875,2026-02-19 12:00:00,onboarding,resolved
t_974,3877,2026-03-25 13:00:00,bug,resolved
t_975,3879,2026-03-09 17:00:00,bug,resolved
t_976,3881,2026-02-16 10:00:00,billing,escalated
t_977,3881,2026-03-25 09:00:00,bug,open
t_978,3884,2026-01-10 09:00:00,bug,resolved
t_979,3885,2026-02-12 14:00:00,onboarding,resolved
t_980,3893,2026-02-08 12:00:00,feature_request,open
t_981,3893,2026-03-24 14:00:00,billing,escalated
t_982,3896,2026-01-14 11:00:00,billing,resolved
t_983,3897,2026-02-16 12:00:00,onboarding,open
t_984,3900,2026-03-22 12:00:00,billing,resolved
t_985,3904,2026-02-15 10:00:00,bug,escalated
t_986,3906,2026-02-11 12:00:00,bug,open
t_987,3908,2026-02-22 09:00:00,onboarding,resolved
t_988,3919,2026-03-29 14:00:00,bug,resolved
t_989,3926,2026-02-16 10:00:00,bug,escalated
t_990,3926,2026-03-24 17:00:00,onboarding,escalated
t_991,3927,2026-02-04 09:00:00,feature_request,open
t_992,3928,2026-03-02 10:00:00,onboarding,resolved
t_993,3937,2026-02-07 12:00:00,bug,resolved
t_994,3938,2026-01-25 17:00:00,onboarding,resolved
t_995,3939,2026-01-02 11:00:00,bug,resolved
t_996,3939,2026-01-20 11:00:00,billing,open
t_997,3942,2026-02-18 15:00:00,bug,open
t_998,3944,2026-02-13 08:00:00,bug,escalated
t_999,3945,2026-01-18 17:00:00,billing,open
t_1000,3948,2026-02-04 13:00:00,billing,resolved
t_1001,3955,2026-02-03 14:00:00,feature_request,open
t_1002,3956,2026-02-09 10:00:00,bug,open
t_1003,3957,2026-03-20 09:00:00,billing,resolved
t_1004,3958,2026-03-03 10:00:00,billing,resolved
t_1005,3960,2026-01-24 10:00:00,billing,open
t_1006,3961,2026-02-02 15:00:00,bug,escalated
t_1007,3965,2026-02-18 16:00:00,feature_request,open
t_1008,3967,2026-02-03 14:00:00,billing,open
t_1009,3973,2026-03-06 14:00:00,bug,open
t_1010,3981,2026-02-12 14:00:00,billing,open
t_1011,3983,2026-02-18 17:00:00,feature_request,open
t_1012,3987,2026-02-13 17:00:00,feature_request,open
t_1013,3988,2026-02-03 12:00:00,bug,resolved
t_1014,3994,2026-02-13 09:00:00,billing,resolved
t_1015,3998,2026-03-18 13:00:00,bug,resolved
